8.77076e-15	3.14159	
1.11576e-14	-2.59776	
6.43361e-15	-2.82121	
1.93892e-15	2.72918	
64	-3.59955e-17	
6.35839e-15	2.9305	
8.79602e-15	-3.06579	
2.58052e-14	-2.81304	
3.09521e-15	-2.1389	
9.85616e-15	1.49186	
8.9976e-15	-1.84571	
2.08042e-14	-2.77595	
2.15237e-14	2.80516	
2.61433e-14	-0.991039	
3.77936e-14	2.05678	
4.10503e-14	2.77364	
2.54396e-14	-2.17938	
4.21933e-14	1.44416	
2.35514e-15	-0.785398	
4.4651e-14	2.12017	
4.06921e-14	0.228435	
3.82763e-14	0.97314	
2.19434e-14	-2.82784	
2.94898e-14	-2.62151	
1.49906e-14	2.47958	
4.37863e-14	1.23221	
2.37508e-14	-1.24978	
6.65903e-14	2.89914	
7.60081e-14	2.61683	
5.89215e-14	2.11881	
5.01244e-14	-2.53332	
4.94151e-14	0.486257	
2.85303e-14	2.03312	
1.26892e-14	-2.77469	
2.36419e-14	2.986	
4.222e-14	-2.27429	
3.2112e-14	0.602866	
5.45428e-14	-0.524448	
4.97084e-14	-2.94376	
4.47006e-14	-1.76576	
5.14939e-15	-0.195281	
2.92907e-14	3.02382	
2.30638e-14	1.98707	
7.73899e-14	1.82308	
2.021e-14	-2.0197	
5.77525e-14	-1.59771	
2.60754e-14	2.32608	
4.64222e-14	-2.80018	
5.11438e-14	2.72359	
2.85535e-14	-2.05183	
3.93472e-14	-1.61878	
4.07173e-14	-0.231091	
9.55928e-14	3.07302	
1.22284e-13	3.11344	
8.42162e-14	-2.85216	
7.0308e-14	-2.53695	
5.22254e-14	0.101149	
2.81577e-14	-2.05472	
1.50364e-13	-0.848875	
2.44161e-14	-1.285	
7.52355e-14	0.838639	
4.0009e-14	2.79549	
2.48406e-14	2.0192	
5.65137e-14	0.549853	
7.55442e-14	-1.65024	
1.12151e-13	-1.71583	
1.79328e-14	-0.0805705	
4.08103e-14	0.0564794	
2.32038e-14	-0.923707	
7.7654e-14	-1.44032	
7.80544e-14	-2.26353	
2.65865e-14	1.50812	
2.23573e-13	1.89789	
8.95619e-14	0.823976	
2.39613e-14	-1.21094	
1.76696e-13	-1.03684	
6.09216e-14	-0.19811	
3.09706e-14	-0.513366	
5.58084e-14	1.75688	
2.91189e-13	2.1186	
1.62127e-14	-0.664046	
7.81654e-14	-0.963096	
7.2849e-14	-1.12487	
1.3684e-13	2.04061	
2.02198e-13	2.71233	
9.45451e-14	-0.80865	
6.29774e-14	0.136163	
4.34722e-14	-2.85417	
5.2197e-14	-0.912831	
1.125e-13	1.32558	
6.30116e-14	2.83739	
1.34308e-13	-0.58399	
1.00987e-13	-0.938949	
3.52034e-14	-0.878077	
1.67171e-13	-3.0338	
4.11707e-14	-1.14032	
1.60235e-13	2.96961	
1.26444e-13	-0.457438	
1.57174e-13	0.194054	
1.9043e-13	-1.53275	
1.30053e-13	1.91678	
1.82183e-13	1.34149	
6.44664e-14	-1.2338	
1.20494e-13	-1.05479	
1.33922e-13	-0.14559	
7.75917e-14	2.70899	
8.22596e-14	-1.95469	
1.40973e-13	-0.951554	
2.43301e-14	1.11735	
2.17723e-13	2.0276	
7.54874e-14	1.46323	
1.42162e-13	0.529705	
4.87059e-13	-1.00442	
1.13317e-13	0.593709	
1.24557e-13	-0.620146	
2.3733e-13	-0.935809	
2.18311e-13	3.12227	
3.08688e-13	-2.51917	
1.24776e-13	-0.12579	
1.88888e-13	-0.508611	
2.57784e-13	0.160688	
1.60895e-13	2.1498	
6.74215e-14	-0.758032	
4.99253e-13	0.0695488	
64	2.88476e-14	
6.88933e-13	-2.77724	
8.59925e-14	0.374033	
1.0022e-13	-1.10925	
