-6.32456	-6.91008
-7.9694	-7.43129
-8.83415	-16.3197
-8.83415	-6.99155
-7.96941	-8.82642
-6.32456	-5.66971
-4.06062	-7.37239
-1.3992	-0.204814
1.39919	5.62106
4.06061	4.10147
6.32455	11.0228
7.9694	5.78204
8.83415	4.63638
8.83415	11.4769
7.96941	5.4683
6.32456	12.2684
4.06062	0.744296
1.3992	-8.83729
-1.39919	-4.95401
-4.06061	-6.21973
6.32456	10.4015
7.9694	5.45358
8.83415	6.9038
8.83415	10.1925
7.96941	7.48418
6.32456	14.76
4.06062	2.5766
1.3992	0.249638
-1.39919	-10.605
-4.06061	-8.29801
-6.32455	-6.57066
-7.9694	-2.14931
-8.83415	-3.41685
-8.83415	-5.13284
-7.96941	-8.9425
-6.32456	-0.262121
-4.06062	-3.27063
-1.3992	2.63626
1.39919	3.15718
4.06061	5.81639
-6.32456	-3.74158
-4.06062	-4.57321
-1.39919	-8.14314
1.39919	8.50492
4.06061	1.60518
6.32455	8.204
7.9694	5.63981
8.83415	11.5081
8.83415	8.41938
7.96941	8.56695
6.32456	8.82076
4.06062	10.2097
1.3992	6.08187
-1.39919	2.9138
-4.06061	-12.2608
-6.32455	-1.6367
-7.9694	-13.7883
-8.83415	-8.28857
-8.83415	-13.2962
-7.96941	-14.8279
6.32456	10.8214
7.9694	1.01
8.83415	2.91513
8.83415	2.48639
7.96941	13.8993
6.32456	3.41311
4.06062	7.07999
1.3992	0.947995
-1.39919	2.53775
-4.06061	-2.75408
-6.32455	-10.4743
-7.9694	-8.27528
-8.83415	-17.1702
-8.83415	-7.27723
-7.96941	-6.99655
-6.32456	-4.50419
-4.06062	-2.95984
-1.3992	10.2659
1.39919	2.48888
4.06061	-8.75794
6.32456	13.7735
7.9694	-0.410644
8.83415	13.0559
8.83415	10.0756
7.96941	7.96449
6.32456	7.94388
4.06062	-0.263998
1.3992	7.07373
-1.39919	-2.99978
-4.06061	-0.356229
-6.32455	-7.75736
-7.9694	-7.46512
-8.83415	-7.28258
-8.83415	-11.1124
-7.96941	-10.508
-6.32456	-2.79556
-4.06062	-6.76904
-1.3992	-0.582497
1.39919	6.82777
4.06061	-5.7514
