Time,Position_N,Position_E,Position_D,Flight path angle,Heading angle,Total angle of attack,Bank angle,Ground speed,Lateral acceleration (command),Lateral acceleration (response),Bank angle (command),Bank angle (response),Drag force,Thrust force,Gravitational acceleration,Yaw,Pitch,Roll,Elevation,Azimuth
5.03,1300.597263,29.4409493,-1982.189866,2.770923593,0.694332442,2.00436167,-8.901317606,260.692278,0.431587309,0.3793158,-8.23081584,-8.901317606,102786.1654,108552.0897,9.813492566,0.383183934,4.751094946,-8.921730448,17.30426167,-3.395744718
5.04,1303.200956,29.47247269,-1982.315599,2.758022918,0.692981119,2.011604641,-8.851448693,260.691333,0.433132334,0.380678928,-8.185182154,-8.851448693,102784.1214,108515.646,9.813492179,0.382446676,4.745620523,-8.871771576,17.30606347,-3.379580349
5.05,1305.804669,29.50393496,-1982.440745,2.745154048,0.691632509,2.018886811,-8.801877899,260.6903868,0.434680807,0.382049437,-8.139845186,-8.801877899,102782.0826,108479.3013,9.813491793,0.381708392,4.740215465,-8.822111537,17.30790362,-3.363517825
5.06,1308.408401,29.53533623,-1982.565308,2.732317145,0.690286594,2.026207519,-8.752605786,260.6894394,0.436232628,0.383427204,-8.094804438,-8.752605786,102780.0489,108443.0555,9.81349141,0.38096913,4.734879289,-8.772750883,17.30978186,-3.347557153
5.07,1311.012152,29.56667662,-1982.689286,2.71951237,0.68894336,2.033566109,-8.703632816,260.6884909,0.437787699,0.384812104,-8.050059351,-8.703632816,102778.0204,108406.9086,9.813491028,0.380228942,4.72961151,-8.723690068,17.31169795,-3.331698309
5.08,1313.615923,29.59795625,-1982.812684,2.706739878,0.687602789,2.040961929,-8.65495936,260.6875412,0.439345922,0.386204013,-8.005609311,-8.65495936,102775.9971,108370.8607,9.813490648,0.379487877,4.724411648,-8.674929455,17.31365164,-3.315941246
5.09,1316.219711,29.62917523,-1982.935501,2.693999824,0.686264867,2.04839433,-8.6065857,260.6865904,0.4409072,0.387602809,-7.961453648,-8.6065857,102773.9788,108334.9117,9.813490269,0.378745982,4.71927922,-8.626469318,17.31564268,-3.30028589
5.1,1318.823518,29.66033368,-1983.057739,2.681292359,0.684929578,2.055862669,-8.558512028,260.6856385,0.442471439,0.389008368,-7.917591639,-8.558512028,102771.9657,108299.0616,9.813489893,0.378003306,4.714213747,-8.57830984,17.31767082,-3.284732145
5.11,1321.427344,29.69143171,-1983.1794,2.668617631,0.683596908,2.063366302,-8.510738453,260.6846854,0.444038542,0.39042057,-7.874022509,-8.510738453,102769.9576,108263.3104,9.813489518,0.377259896,4.70921475,-8.530451123,17.31973585,-3.269279888
5.12,1324.031187,29.72246945,-1983.300486,2.655975786,0.68226684,2.070904595,-8.463265003,260.6837312,0.445608415,0.391839294,-7.830745437,-8.463265003,102767.9547,108227.6582,9.813489145,0.376515799,4.70428175,-8.482893186,17.32183751,-3.253928976
5.13,1326.635049,29.753447,-1983.420997,2.643366967,0.680939362,2.078476914,-8.416091626,260.6827758,0.447180965,0.393264419,-7.787759553,-8.416091626,102765.9568,108192.1049,9.813488774,0.375771061,4.699414273,-8.435635969,17.3239756,-3.238679243
5.14,1329.238927,29.78436449,-1983.540935,2.630791314,0.679614458,2.086082629,-8.369218194,260.6818193,0.4487561,0.394695827,-7.745063943,-8.369218194,102763.964,108156.6506,9.813488405,0.375025727,4.694611841,-8.388679338,17.32614987,-3.223530503
5.15,1331.842824,29.81522201,-1983.660303,2.618248966,0.678292115,2.093721115,-8.322644506,260.6808617,0.450333728,0.396133399,-7.702657647,-8.322644506,102761.9762,108121.2953,9.813488037,0.374279841,4.68987398,-8.342023083,17.32836011,-3.208482547
5.16,1334.446737,29.8460197,-1983.7791,2.605740055,0.676972319,2.10139175,-8.276370288,260.679903,0.451913758,0.397577017,-7.660539668,-8.276370288,102759.9935,108086.039,9.813487671,0.373533448,4.685200217,-8.295666924,17.3306061,-3.193535151
5.17,1337.050667,29.87675765,-1983.897329,2.593264716,0.675655056,2.109093918,-8.230395201,260.6789432,0.4534961,0.399026565,-7.618708966,-8.230395201,102758.0158,108050.8818,9.813487307,0.37278659,4.680590081,-8.249610512,17.33288762,-3.178688067
5.18,1339.654614,29.90743598,-1984.014992,2.580823078,0.674340314,2.116827004,-8.184718836,260.6779822,0.455080664,0.400481925,-7.577164464,-8.184718836,102756.0431,108015.8236,9.813486945,0.372039312,4.676043101,-8.203853434,17.33520447,-3.163941032
5.19,1342.258578,29.93805481,-1984.132089,2.568415267,0.673028079,2.124590398,-8.139340723,260.6770202,0.456667362,0.401942982,-7.53590505,-8.139340723,102754.0754,107980.8646,9.813486584,0.371291654,4.671558806,-8.158395212,17.33755641,-3.149293766
5.2,1344.862558,29.96861424,-1984.248623,2.556041409,0.671718339,2.132383495,-8.09426033,260.676057,0.458256108,0.403409622,-7.494929574,-8.09426033,102752.1126,107946.0047,9.813486225,0.370543658,4.667136729,-8.113235305,17.33994326,-3.13474597
5.21,1347.466554,29.99911438,-1984.364595,2.543701624,0.670411081,2.140205692,-8.049477065,260.6750928,0.459846812,0.40488173,-7.454236857,-8.049477065,102750.1549,107911.2441,9.813485868,0.369795365,4.662776402,-8.068373117,17.3423648,-3.120297331
5.22,1350.070566,30.02955534,-1984.480006,2.531396033,0.669106293,2.148056391,-8.00499028,260.6741274,0.461439391,0.406359193,-7.413825685,-8.00499028,102748.202,107876.5827,9.813485513,0.369046816,4.658477361,-8.023807991,17.34482082,-3.10594752
5.23,1352.674594,30.05993723,-1984.594858,2.519124751,0.667803963,2.155934999,-7.960799272,260.6731609,0.463033759,0.407841899,-7.373694816,-7.960799272,102746.2541,107842.0205,9.813485159,0.368298048,4.65423914,-7.979539218,17.34731113,-3.091696192
5.24,1355.278637,30.09026016,-1984.709153,2.506887894,0.666504078,2.163840925,-7.916903286,260.6721933,0.46462983,0.409329736,-7.333842978,-7.916903286,102744.3112,107807.5577,9.813484807,0.367549103,4.650061277,-7.935566036,17.34983552,-3.077542989
5.25,1357.882696,30.12052424,-1984.822892,2.494685572,0.665206628,2.171773583,-7.873301515,260.6712247,0.466227523,0.410822593,-7.294268873,-7.873301515,102742.3731,107773.1944,9.813484457,0.366800016,4.64594331,-7.891887633,17.35239379,-3.063487541
5.26,1360.48677,30.15072957,-1984.936077,2.482517896,0.663911601,2.17973239,-7.829993104,260.6702549,0.467826753,0.412320359,-7.254971175,-7.829993104,102740.4399,107738.9304,9.813484108,0.366050827,4.641884779,-7.848503147,17.35498574,-3.049529462
5.27,1363.090858,30.18087626,-1985.048709,2.470384972,0.662618986,2.187716768,-7.786977154,260.6692841,0.469427439,0.413822925,-7.215948535,-7.786977154,102738.5117,107704.766,9.813483761,0.365301573,4.637885225,-7.805411671,17.35761118,-3.035668356
5.28,1365.694962,30.21096443,-1985.16079,2.458286903,0.661328772,2.195726144,-7.744252717,260.6683121,0.4710295,0.415330182,-7.17719958,-7.744252717,102736.5882,107670.7012,9.813483416,0.364552288,4.633944191,-7.762612252,17.36026991,-3.021903813
5.29,1368.29908,30.24099416,-1985.272321,2.446223792,0.660040948,2.203759946,-7.701818805,260.6673391,0.472632856,0.416842022,-7.138722916,-7.701818805,102734.6696,107636.736,9.813483073,0.36380301,4.63006122,-7.720103896,17.36296173,-3.008235415
5.3,1370.903212,30.27096557,-1985.383305,2.434195739,0.658755504,2.211817609,-7.659674388,260.6663649,0.474237426,0.418358339,-7.100517127,-7.659674388,102732.7558,107602.8705,9.813482731,0.363053774,4.62623586,-7.677885568,17.36568645,-2.99466273
5.31,1373.507359,30.30087877,-1985.493742,2.42220284,0.657472429,2.219898569,-7.617818397,260.6653897,0.475843133,0.419879025,-7.062580778,-7.617818397,102730.8469,107569.1048,9.813482391,0.362304613,4.622467657,-7.635956192,17.36844389,-2.981185317
5.32,1376.111519,30.33073386,-1985.603635,2.41024519,0.656191713,2.228002269,-7.576249726,260.6644134,0.477449897,0.421403975,-7.024912414,-7.576249726,102728.9427,107535.4389,9.813482052,0.361555562,4.618756159,-7.594314656,17.37123384,-2.967802726
5.33,1378.715693,30.36053094,-1985.712984,2.398322881,0.654913346,2.236128155,-7.534967232,260.663436,0.479057642,0.422933083,-6.987510564,-7.534967232,102727.0434,107501.8729,9.813481716,0.360806654,4.615100916,-7.552959811,17.37405611,-2.954514497
5.34,1381.319881,30.39027012,-1985.821792,2.386436002,0.653637318,2.244275675,-7.493969739,260.6624575,0.480666291,0.424466247,-6.950373741,-7.493969739,102725.1487,107468.4069,9.813481381,0.360057921,4.611501482,-7.511890476,17.37691052,-2.941320161
5.35,1383.924082,30.4199515,-1985.93006,2.374584643,0.65236362,2.252444285,-7.453256037,260.6614779,0.482275769,0.426003362,-6.913500441,-7.453256037,102723.2589,107435.041,9.813481047,0.359309397,4.607957409,-7.471105435,17.37979688,-2.928219242
5.36,1386.528296,30.44957518,-1986.037789,2.362768886,0.651092243,2.260633441,-7.412824886,260.6604973,0.483886,0.427544326,-6.876889146,-7.412824886,102721.3737,107401.7752,9.813480715,0.358561112,4.604468252,-7.430603443,17.382715,-2.915211255
5.37,1389.132523,30.47914126,-1986.144982,2.350988817,0.649823177,2.268842606,-7.372675016,260.6595155,0.485496911,0.429089036,-6.840538326,-7.372675016,102719.4933,107368.6096,9.813480385,0.357813097,4.601033568,-7.390383223,17.38566468,-2.902295707
5.38,1391.736763,30.50864986,-1986.25164,2.339244515,0.648556412,2.277071246,-7.332805127,260.6585327,0.487108428,0.430637393,-6.804446437,-7.332805127,102717.6176,107335.5443,9.813480057,0.357065382,4.597652916,-7.350443473,17.38864574,-2.889472099
5.39,1394.341016,30.53810106,-1986.357764,2.327536058,0.647291941,2.285318829,-7.293213896,260.6575488,0.488720478,0.432189295,-6.768611924,-7.293213896,102715.7465,107302.5793,9.81347973,0.356317998,4.594325856,-7.310782861,17.391658,-2.876739926
5.4,1396.945281,30.56749497,-1986.463357,2.315863523,0.646029754,2.293584832,-7.253899971,260.6565638,0.49033299,0.433744643,-6.733033221,-7.253899971,102713.8801,107269.7148,9.813479405,0.355570974,4.591051949,-7.271400031,17.39470127,-2.864098676
5.41,1399.549558,30.5968317,-1986.568419,2.304226983,0.644769843,2.301868731,-7.214861977,260.6555777,0.491945892,0.435303338,-6.697708754,-7.214861977,102712.0184,107236.9508,9.813479081,0.354824338,4.587830759,-7.232293605,17.39777536,-2.851547831
5.42,1402.153848,30.62611134,-1986.672953,2.29262651,0.643512199,2.310170008,-7.176098516,260.6545905,0.493559113,0.436865282,-6.662636938,-7.176098516,102710.1613,107204.2874,9.813478759,0.354078118,4.584661852,-7.193462179,17.40088008,-2.839086867
5.43,1404.758149,30.65533399,-1986.77696,2.281062174,0.642256815,2.318488151,-7.13760817,260.6536023,0.495172585,0.438430379,-6.62781618,-7.13760817,102708.3088,107171.7246,9.813478439,0.353332342,4.581544795,-7.154904328,17.40401525,-2.826715256
5.44,1407.362461,30.68449976,-1986.880442,2.269534042,0.641003682,2.326822649,-7.099389499,260.6526129,0.496786239,0.439998532,-6.59324488,-7.099389499,102706.4609,107139.2627,9.81347812,0.352587037,4.578479156,-7.116618609,17.40718068,-2.814432466
5.45,1409.966786,30.71360873,-1986.9834,2.258042179,0.639752792,2.335172997,-7.061441043,260.6516225,0.498400005,0.441569644,-6.558921432,-7.061441043,102704.6176,107106.9016,9.813477803,0.351842229,4.575464507,-7.078603556,17.4103762,-2.802237958
5.46,1412.571121,30.74266102,-1987.085836,2.246586648,0.638504137,2.343538693,-7.023761326,260.650631,0.500013817,0.443143622,-6.524844223,-7.023761326,102702.7788,107074.6414,9.813477488,0.351097945,4.57250042,-7.04085769,17.4136016,-2.790131192
5.47,1415.175468,30.77165672,-1987.187752,2.23516751,0.63725771,2.35191924,-6.986348854,260.6496385,0.501627608,0.444720371,-6.491011636,-6.986348854,102700.9446,107042.4823,9.813477174,0.350354209,4.56958647,-7.003379511,17.41685672,-2.778111621
5.48,1417.779826,30.80059593,-1987.28915,2.223784823,0.636013503,2.360314144,-6.949202116,260.6486448,0.503241312,0.446299798,-6.457422047,-6.949202116,102699.1149,107010.4242,9.813476861,0.349611046,4.566722233,-6.966167504,17.42014136,-2.766178698
5.49,1420.384194,30.82947875,-1987.39003,2.212438645,0.634771509,2.368722917,-6.912319588,260.64765,0.504854863,0.44788181,-6.424073832,-6.912319588,102697.2898,106978.4673,9.813476551,0.348868481,4.563907287,-6.92922014,17.42345533,-2.75433187
5.5,1422.988573,30.85830527,-1987.490395,2.201129029,0.633531721,2.377145072,-6.875699731,260.6466542,0.506468198,0.449466316,-6.39096536,-6.875699731,102695.4691,106946.6118,9.813476242,0.348126538,4.561141213,-6.892535876,17.42679847,-2.742570583
5.51,1425.592962,30.8870756,-1987.590246,2.189856029,0.632294131,2.38558013,-6.839340993,260.6456573,0.508081252,0.451053224,-6.358094999,-6.839340993,102693.6529,106914.8575,9.813475934,0.347385239,4.558423592,-6.856113156,17.43017057,-2.730894278
5.52,1428.197362,30.91578982,-1987.689585,2.178619694,0.631058733,2.394027612,-6.803241811,260.6446593,0.509693962,0.452642445,-6.325461115,-6.803241811,102691.8411,106883.2047,9.813475628,0.346644609,4.55575401,-6.819950411,17.43357146,-2.719302398
5.53,1430.801771,30.94444805,-1987.788414,2.167420073,0.62982552,2.402487047,-6.76740061,260.6436602,0.511306266,0.454233889,-6.293062072,-6.76740061,102690.0338,106851.6535,9.813475324,0.345904669,4.553132051,-6.784046063,17.43700096,-2.707794378
5.54,1433.406191,30.97305037,-1987.886735,2.156257213,0.628594485,2.410957965,-6.731815805,260.6426601,0.512918101,0.455827467,-6.260896234,-6.731815805,102688.2309,106820.2038,9.813475021,0.34516544,4.550557304,-6.748398523,17.44045887,-2.696369657
5.55,1436.01062,31.00159688,-1987.984548,2.145131158,0.627365621,2.419439902,-6.696485801,260.6416588,0.514529408,0.457423092,-6.228961962,-6.696485801,102686.4325,106788.8559,9.81347472,0.344426945,4.548029358,-6.713006192,17.44394502,-2.685027669
5.56,1438.615059,31.03008768,-1988.081856,2.134041951,0.626138923,2.427932396,-6.661408996,260.6406565,0.516140125,0.459020676,-6.19725762,-6.661408996,102684.6384,106757.6097,9.81347442,0.343689204,4.545547807,-6.677867464,17.44745922,-2.673767848
5.57,1441.219507,31.05852286,-1988.178661,2.122989632,0.624914383,2.436434992,-6.62658378,260.6396531,0.517750193,0.460620134,-6.165781572,-6.62658378,102682.8487,106726.4655,9.813474122,0.342952238,4.543112244,-6.642980723,17.45100129,-2.662589625
5.58,1443.823964,31.08690252,-1988.274963,2.111974239,0.623691995,2.444947236,-6.592008534,260.6386486,0.519359552,0.462221379,-6.13453218,-6.592008534,102681.0633,106695.4231,9.813473825,0.342216067,4.540722265,-6.608344348,17.45457104,-2.651492433
5.59,1446.42843,31.11522676,-1988.370765,2.10099581,0.622471754,2.453468681,-6.557681635,260.637643,0.520968146,0.463824327,-6.103507812,-6.557681635,102679.2823,106664.4828,9.81347353,0.341480709,4.538377468,-6.573956712,17.4581683,-2.640475702
5.6,1449.032905,31.14349566,-1988.466069,2.090054379,0.621253654,2.461998882,-6.523601454,260.6366364,0.522575915,0.465428894,-6.072706834,-6.523601454,102677.5056,106633.6447,9.813473237,0.340746185,4.536077454,-6.539816181,17.46179288,-2.629538862
5.61,1451.637389,31.17170933,-1988.560875,2.079149979,0.620037688,2.470537398,-6.489766356,260.6356287,0.524182803,0.467034997,-6.042127617,-6.489766356,102675.7332,106602.9087,9.813472945,0.340012513,4.533821824,-6.505921117,17.46544459,-2.618681344
5.62,1454.241881,31.19986786,-1988.655187,2.068282641,0.61882385,2.479083794,-6.456174704,260.6346198,0.525788754,0.468642553,-6.011768532,-6.456174704,102673.9651,106572.275,9.813472654,0.339279711,4.531610184,-6.47226988,17.46912325,-2.607902577
5.63,1456.846381,31.22797135,-1988.749005,2.057452395,0.617612136,2.487637637,-6.422824855,260.63361,0.527393712,0.470251481,-5.981627956,-6.422824855,102672.2012,106541.7437,9.813472366,0.338547797,4.52944214,-6.438860822,17.47282869,-2.597201992
5.64,1459.45089,31.25601988,-1988.842331,2.046659267,0.616402539,2.496198499,-6.389715165,260.632599,0.528997623,0.4718617,-5.951704268,-6.389715165,102670.4416,106511.3148,9.813472078,0.337816788,4.5273173,-6.405692296,17.47656071,-2.586579018
5.65,1462.055406,31.28401356,-1988.935166,2.035903284,0.615195055,2.504765956,-6.356843987,260.6315869,0.530600431,0.473473129,-5.92199585,-6.356843987,102668.6862,106480.9885,9.813471792,0.337086701,4.525235276,-6.372762652,17.48031913,-2.576033087
5.66,1464.659931,31.31195247,-1989.027514,2.025184468,0.613989676,2.513339587,-6.324209673,260.6305738,0.532202083,0.47508569,-5.892501088,-6.324209673,102666.9351,106450.7648,9.813471508,0.336357552,4.523195679,-6.340070237,17.48410377,-2.565563628
5.67,1467.264463,31.33983671,-1989.119374,2.014502843,0.6127864,2.521918977,-6.291810572,260.6295596,0.533802527,0.476699303,-5.863218376,-6.291810572,102665.1881,106420.6437,9.813471225,0.335629359,4.521198126,-6.307613397,17.48791446,-2.555170076
5.68,1469.869002,31.36766638,-1989.21075,2.003858427,0.611585219,2.530503713,-6.259645034,260.6285443,0.53540171,0.478313891,-5.834146107,-6.259645034,102663.4453,106390.6255,9.813470944,0.334902135,4.519242232,-6.27539048,17.491751,-2.544851861
5.69,1472.473549,31.39544156,-1989.301642,1.993251241,0.61038613,2.539093387,-6.227711408,260.6275279,0.536999579,0.479929377,-5.805282685,-6.227711408,102661.7067,106360.71,9.813470664,0.334175898,4.517327619,-6.24339983,17.49561322,-2.534608418
5.7,1475.078103,31.42316235,-1989.392052,1.9826813,0.609189126,2.547687596,-6.196008045,260.6265105,0.538596085,0.481545685,-5.776626514,-6.196008045,102659.9722,106330.8975,9.813470385,0.333450661,4.515453907,-6.211639796,17.49950092,-2.524439182
5.71,1477.682664,31.45082885,-1989.481982,1.97214862,0.607994204,2.556285938,-6.164533295,260.6254919,0.540191176,0.483162738,-5.748176007,-6.164533295,102658.2419,106301.188,9.813470108,0.332726439,4.513620719,-6.180108723,17.50341394,-2.514343589
5.72,1480.287232,31.47844113,-1989.571434,1.961653213,0.606801358,2.564888018,-6.13328551,260.6244723,0.541784802,0.484780462,-5.719929582,-6.13328551,102656.5157,106271.5815,9.813469833,0.332003247,4.511827683,-6.148804961,17.50735209,-2.504321076
5.73,1482.891807,31.50599931,-1989.66041,1.951195092,0.605610583,2.573493444,-6.102263044,260.6234516,0.543376916,0.486398784,-5.691885663,-6.102263044,102654.7935,106242.0782,9.813469559,0.331281097,4.510074425,-6.117726861,17.51131518,-2.494371084
5.74,1485.496388,31.53350346,-1989.74891,1.940774267,0.604421875,2.582101827,-6.071464253,260.6224299,0.544967467,0.488017629,-5.66404268,-6.071464253,102653.0755,106212.6781,9.813469286,0.330560005,4.508360576,-6.086872775,17.51530304,-2.484493052
5.75,1488.100976,31.56095369,-1989.836937,1.930390746,0.60323523,2.590712783,-6.040887496,260.621407,0.546556408,0.489636925,-5.636399069,-6.040887496,102651.3615,106183.3813,9.813469015,0.329839982,4.506685769,-6.056241058,17.51931549,-2.474686423
5.76,1490.705569,31.58835008,-1989.924493,1.920044535,0.602050642,2.599325931,-6.010531133,260.6203831,0.548143691,0.491256601,-5.608953275,-6.010531133,102649.6515,106154.1878,9.813468745,0.329121041,4.505049638,-6.02583007,17.52335234,-2.464950641
5.77,1493.310169,31.61569272,-1990.011579,1.90973564,0.600868108,2.607940895,-5.980393531,260.6193582,0.54972927,0.492876585,-5.581703748,-5.980393531,102647.9456,106125.0977,9.813468477,0.328403195,4.50345182,-5.995638173,17.52741341,-2.455285153
5.78,1495.914775,31.64298171,-1990.098196,1.899464065,0.599687622,2.616557303,-5.950473057,260.6183321,0.551313099,0.494496807,-5.554648946,-5.950473057,102646.2437,106096.1111,9.81346821,0.327686456,4.501891955,-5.965663731,17.53149852,-2.445689408
5.79,1498.519386,31.67021714,-1990.184347,1.889229812,0.598509181,2.625174784,-5.920768085,260.617305,0.552895131,0.496117197,-5.527787334,-5.920768085,102644.5457,106067.228,9.813467945,0.326970836,4.500369683,-5.935905115,17.5356075,-2.436162855
5.8,1501.124003,31.69739909,-1990.270034,1.87903288,0.597332781,2.633792975,-5.891276991,260.6162768,0.554475322,0.497737687,-5.501117383,-5.891276991,102642.8518,106038.4486,9.813467681,0.326256345,4.498884648,-5.906360699,17.53974016,-2.426704947
5.81,1503.728626,31.72452767,-1990.355257,1.868873269,0.596158416,2.642411515,-5.861998158,260.6152475,0.556053628,0.499358208,-5.474637576,-5.861998158,102641.1618,106009.7728,9.813467419,0.325542996,4.497436495,-5.877028862,17.54389632,-2.41731514
5.82,1506.333254,31.75160295,-1990.440019,1.858750976,0.594986084,2.651030046,-5.832929972,260.6142172,0.557630005,0.500978693,-5.448346399,-5.832929972,102639.4757,105981.2007,9.813467158,0.324830798,4.496024874,-5.847907988,17.54807581,-2.407992891
5.83,1508.937887,31.77862504,-1990.524321,1.848665998,0.59381578,2.659648214,-5.804070826,260.6131858,0.559204408,0.502599075,-5.42224235,-5.804070826,102637.7936,105952.7324,9.813466898,0.324119763,4.494649434,-5.818996466,17.55227844,-2.39873766
5.84,1511.542525,31.80559401,-1990.608166,1.838618328,0.5926475,2.668265671,-5.775419116,260.6121534,0.560776797,0.504219289,-5.396323931,-5.775419116,102636.1154,105924.368,9.81346664,0.323409899,4.493309827,-5.790292692,17.55650404,-2.389548908
5.85,1514.147168,31.83250997,-1990.691554,1.828607959,0.59148124,2.676882069,-5.746973248,260.6111198,0.562347128,0.505839268,-5.370589656,-5.746973248,102634.4411,105896.1074,9.813466383,0.322701218,4.492005708,-5.761795066,17.56075242,-2.380426102
5.86,1516.751815,31.85937299,-1990.774487,1.818634883,0.590316996,2.685497068,-5.71873163,260.6100853,0.56391536,0.507458949,-5.345038045,-5.71873163,102632.7706,105867.9508,9.813466128,0.321993729,4.490736734,-5.733501995,17.56502341,-2.371368709
5.87,1519.356467,31.88618318,-1990.856968,1.80869909,0.589154765,2.694110329,-5.690692679,260.6090496,0.565481452,0.509078268,-5.319667628,-5.690692679,102631.104,105839.8982,9.813465874,0.32128744,4.489502564,-5.705411894,17.56931684,-2.3623762
5.88,1521.961124,31.91294062,-1990.938997,1.798800568,0.587994543,2.702721518,-5.662854817,260.6080129,0.567045364,0.510697162,-5.294476943,-5.662854817,102629.4413,105811.9497,9.813465621,0.320582361,4.48830286,-5.677523181,17.57363252,-2.353448046
5.89,1524.565785,31.9396454,-1991.020577,1.788939304,0.586836326,2.711330302,-5.635216474,260.6069752,0.568607055,0.512315567,-5.269464536,-5.635216474,102627.7823,105784.1052,9.81346537,0.319878501,4.487137285,-5.649834283,17.57797027,-2.344583726
5.9,1527.17045,31.96629761,-1991.10171,1.779115286,0.585680111,2.719936356,-5.607776085,260.6059364,0.570166486,0.513933424,-5.244628963,-5.607776085,102626.1272,105756.3649,9.81346512,0.319175868,4.486005504,-5.622343635,17.58232993,-2.335782717
5.91,1529.775119,31.99289734,-1991.182396,1.769328495,0.584525893,2.728539356,-5.580532095,260.6048965,0.571723619,0.515550669,-5.219968789,-5.580532095,102624.4759,105728.7288,9.813464871,0.31847447,4.484907187,-5.595049678,17.58671131,-2.327044501
5.92,1532.379792,32.01944468,-1991.262637,1.759578917,0.58337367,2.737138982,-5.553482955,260.6038556,0.573278415,0.517167244,-5.195482586,-5.553482955,102622.8284,105701.1969,9.813464624,0.317774314,4.483842002,-5.56795086,17.59111424,-2.318368564
5.93,1534.984468,32.04593971,-1991.342436,1.749866532,0.582223438,2.745734918,-5.526627123,260.6028136,0.574830837,0.518783089,-5.171168936,-5.526627123,102621.1846,105673.7692,9.813464379,0.31707541,4.482809624,-5.541045637,17.59553855,-2.309754392
5.94,1537.589148,32.07238253,-1991.421794,1.74019132,0.581075193,2.754326851,-5.499963066,260.6017706,0.576380847,0.520398144,-5.147026433,-5.499963066,102619.5446,105646.4459,9.813464134,0.316377763,4.481809725,-5.514332472,17.59998405,-2.301201478
5.95,1540.193832,32.09877323,-1991.500713,1.730553262,0.579928933,2.762914472,-5.473489257,260.6007266,0.577928408,0.522012352,-5.123053675,-5.473489257,102617.9083,105619.2269,9.813463891,0.315681382,4.480841984,-5.487809839,17.60445058,-2.292709315
5.96,1542.798519,32.12511189,-1991.579194,1.720952334,0.578784653,2.771497476,-5.447204178,260.5996815,0.579473485,0.523625655,-5.099249273,-5.447204178,102616.2757,105592.1123,9.813463649,0.314986272,4.47990608,-5.461476216,17.60893796,-2.284277401
5.97,1545.403209,32.1513986,-1991.657239,1.711388513,0.577642351,2.780075562,-5.421106321,260.5986354,0.581016042,0.525237996,-5.075611846,-5.421106321,102614.6469,105565.1021,9.813463409,0.314292441,4.479001693,-5.435330092,17.61344601,-2.275905235
5.98,1548.007902,32.17763345,-1991.734849,1.701861774,0.576502023,2.78864843,-5.395194183,260.5975882,0.582556043,0.526849318,-5.052140023,-5.395194183,102613.0217,105538.1963,9.81346317,0.313599894,4.478128507,-5.409369963,17.61797457,-2.267592321
5.99,1550.612598,32.20381653,-1991.812028,1.692372091,0.575363667,2.797215787,-5.369466272,260.59654,0.584093454,0.528459567,-5.028832441,-5.369466272,102611.4001,105511.395,9.813462932,0.312908639,4.477286209,-5.383594333,17.62252347,-2.259338166
6,1553.217296,32.22994793,-1991.888775,1.682919437,0.574227278,2.805777341,-5.343921104,260.5954908,0.585628241,0.530068687,-5.005687748,-5.343921104,102609.7823,105484.6982,9.813462696,0.312218681,4.476474485,-5.358001717,17.62709252,-2.251142281
6.01,1555.821998,32.25602773,-1991.965093,1.673503784,0.573092854,2.814332804,-5.318557203,260.5944406,0.58716037,0.531676625,-4.982704601,-5.318557203,102608.168,105458.1059,9.813462461,0.311530026,4.475693027,-5.332590636,17.63168156,-2.243004178
6.02,1558.426702,32.28205603,-1992.040983,1.6641251,0.571960392,2.822881892,-5.293373101,260.5933893,0.588689809,0.533283326,-4.959881665,-5.293373101,102606.5574,105431.6182,9.813462227,0.310842679,4.474941525,-5.307359622,17.63629042,-2.234923374
6.03,1561.031408,32.30803291,-1992.116448,1.654783357,0.570829888,2.831424324,-5.268367341,260.592337,0.590216523,0.534888738,-4.937217617,-5.268367341,102604.9505,105405.235,9.813461995,0.310156645,4.474219676,-5.282307213,17.64091893,-2.226899389
6.04,1563.636116,32.33395845,-1992.191489,1.645478521,0.56970134,2.839959824,-5.243538474,260.5912837,0.591740483,0.536492808,-4.914711142,-5.243538474,102603.347,105378.9564,9.813461764,0.30947193,4.473527175,-5.25743196,17.64556692,-2.218931746
6.05,1566.240827,32.35983275,-1992.266107,1.636210559,0.568574745,2.848488116,-5.21888506,260.5902294,0.593261654,0.538095486,-4.892360935,-5.21888506,102601.7472,105352.7824,9.813461534,0.308788539,4.472863722,-5.232732419,17.65023422,-2.211019972
6.06,1568.845539,32.38565589,-1992.340304,1.626979436,0.567450099,2.85700893,-5.194405667,260.589174,0.594780007,0.539696719,-4.870165699,-5.194405667,102600.151,105326.713,9.813461305,0.308106475,4.472229017,-5.208207157,17.65492065,-2.203163597
6.07,1571.450254,32.41142797,-1992.414082,1.617785118,0.566327401,2.865522,-5.170098875,260.5881177,0.596295511,0.541296458,-4.84812415,-5.170098875,102598.5583,105300.7482,9.813461078,0.307425745,4.471622764,-5.183854752,17.65962606,-2.195362154
6.08,1574.05497,32.43714906,-1992.487442,1.608627568,0.565206646,2.874027061,-5.14596327,260.5870603,0.597808135,0.542894653,-4.826235011,-5.14596327,102596.9691,105274.888,9.813460852,0.306746351,4.471044668,-5.159673788,17.66435028,-2.18761518
