Time,Position_N,Position_E,Position_D,Flight path angle,Heading angle,Total angle of attack,Bank angle,Ground speed,Lateral acceleration (command),Lateral acceleration (response),Bank angle (command),Bank angle (response),Drag force,Thrust force,Gravitational acceleration,Yaw,Pitch,Roll,Elevation,Azimuth
0,0,0,-1900,0,2,0,0,250,2.549290532,0,-2.870025783,0,95310.78504,294359.375,9.813745692,2,0,0,10.76437137,-2
0.01,2.499137988,0.087271822,-1899.999509,-0.022467204,1.999999997,0.011392916,-0.013669696,250.1320683,2.549290532,0.002001363,-2.863572051,-0.013669696,95411.51663,292512.7173,9.813745694,1.999997278,-0.011074288,-0.013669695,10.75546437,-2.003017517
0.02,4.999589193,0.174589501,-1899.998039,-0.044816559,1.999999919,0.044678877,-0.052123157,250.2628819,2.549290532,0.007856831,-2.857153643,-0.052123157,95511.35308,290680.6389,9.813745698,1.999959274,-0.000137701,-0.052123141,10.76772567,-2.010860465
0.03,7.50134075,0.261952579,-1899.995597,-0.06694809,1.999999433,0.098546106,-0.111704457,250.3924507,2.549290532,0.017347398,-2.850798471,-0.111704457,95610.30042,288863.042,9.813745706,1.999807306,0.031597829,-0.111704398,10.80005828,-2.022805882
0.04,10.0043799,0.349360578,-1899.992192,-0.08876811,1.999997752,0.171725005,-0.189038874,250.5207841,2.549290532,0.030260327,-2.844531681,-0.189038874,95708.36436,287059.8356,9.813745716,1.999431172,0.08295596,-0.189038845,10.85138962,-2.038190962
0.05,12.50869402,0.436812977,-1899.987839,-0.110189007,1.999993535,0.262987745,-0.281027843,250.6478913,2.549290532,0.046389144,-2.838375604,-0.281027843,95805.55029,285270.9365,9.81374573,1.998703621,0.152795575,-0.281028323,10.9206734,-2.056411385
0.06,15.01427056,0.524309187,-1899.982557,-0.13112903,1.999984833,0.371147823,-0.384841987,250.7737809,2.549290532,0.065533618,-2.832349807,-0.384841987,95901.86324,283496.2695,9.813745746,1.997491936,0.240010421,-0.384844356,11.00689084,-2.07691925
0.07,17.52109714,0.611848523,-1899.976368,-0.151512085,1.999969092,0.495059574,-0.497912507,250.8984612,2.549290532,0.087499727,-2.826471197,-0.497912507,95997.3079,281735.7675,9.813745765,1.995666949,0.343528796,-0.497919716,11.10905153,-2.099220708
0.08,20.02916145,0.699430182,-1899.969297,-0.171267523,1.999943192,0.633617649,-0.617921247,251.0219398,2.549290532,0.112099629,-2.820754183,-0.617921247,96091.88863,279989.3716,9.813745787,1.993109827,0.462313278,-0.617938603,11.22619382,-2.122873362
0.09,22.53845133,0.787053214,-1899.961371,-0.190329945,1.99990351,0.785756465,-0.742789704,251.1442241,2.549290532,0.139151613,-2.815210878,-0.742789704,96185.60944,278257.0309,9.813745811,1.989716918,0.59536049,-0.74282571,11.35738505,-2.147483483
0.1,25.04895472,0.874716505,-1899.952622,-0.208639,1.999846001,0.950449619,-0.870667209,251.265321,2.549290532,0.168480049,-2.809851308,-0.870667209,96278.47402,276538.7022,9.813745838,1.985402968,0.741700879,-0.870734398,11.50172146,-2.172703118
0.11,27.56065967,0.962418757,-1899.943083,-0.22613919,1.999766299,1.126709276,-0.99991851,251.3852372,2.549290532,0.19991533,-2.804683643,-0.99991851,96370.48578,274834.3493,9.813745868,1.980102952,0.900398501,-1.000034214,11.658328,-2.198227121
0.12,30.07355437,1.050158482,-1899.93279,-0.242779677,1.999659807,1.313585535,-1.129110956,251.5039787,2.549290532,0.233293809,-2.799714427,-1.129110956,96461.64783,273143.9426,9.813745899,1.973772789,1.070550778,-1.129297966,11.82635802,-2.223790165
0.13,32.58762708,1.137933984,-1899.921782,-0.258514091,1.999521805,1.510165769,-1.257001448,251.6215514,2.549290532,0.268457728,-2.794948802,-1.257001448,96551.96305,271467.4586,9.813745933,1.966389149,1.251288222,-1.257288517,12.00499289,-2.249163761
0.14,35.10286619,1.225743364,-1899.910098,-0.273300344,1.99934754,1.715573943,-1.382523313,251.737961,2.549290532,0.305255141,-2.79039072,-1.382523313,96641.4341,269804.8788,9.813745969,1.957948546,1.44177411,-1.382945493,12.19344156,-2.274153324
0.15,37.61926019,1.313584516,-1899.89778,-0.28710045,1.999132321,1.928969917,-1.504773241,251.8532127,2.549290532,0.343539839,-2.786043143,-1.504773241,96730.06344,268156.1895,9.813746007,1.948465908,1.641204105,-1.505372026,12.39094015,-2.298595308
0.16,40.13679767,1.40145513,-1899.884873,-0.299880336,1.998871597,2.14954873,-1.622998391,251.9673117,2.549290532,0.383171258,-2.78190823,-1.622998391,96817.85337,266521.3809,9.813746047,1.93797276,1.848805817,-1.623821675,12.59675144,-2.32235443
0.17,42.65546731,1.489352704,-1899.87142,-0.311609674,1.998561032,2.376539871,-1.736583774,252.0802629,2.549290532,0.424014396,-2.777987497,-1.736583774,96904.80606,264900.4461,9.813746088,1.92651516,2.063838306,-1.737685627,12.81016449,-2.345321008
0.18,45.17525788,1.577274549,-1899.857469,-0.322261704,1.998196561,2.609206534,-1.845039994,252.1920712,2.549290532,0.465939718,-2.774281969,-1.845039994,96990.92358,263293.3807,9.813746131,1.914151495,2.285591524,-1.846480265,13.03049419,-2.367408421
0.19,47.69615826,1.665217805,-1899.843067,-0.331813066,1.997774449,2.846844868,-1.947991416,252.3027411,2.549290532,0.50882306,-2.770792301,-1.947991416,97076.20791,261700.182,9.813746176,1.900950226,2.513385714,-1.949835195,13.25708081,-2.388550695
0.2,50.21815738,1.753179455,-1899.828263,-0.340243635,1.997291323,3.08878321,-2.045164805,252.4122774,2.549290532,0.552545529,-2.767518893,-2.045164805,97160.66101,260120.8484,9.813746221,1.886987657,2.746570764,-2.047481761,13.48928965,-2.408700241
0.21,52.74124427,1.841156342,-1899.813105,-0.347536362,1.996744205,3.334381317,-2.136378511,252.5206846,2.549290532,0.596993401,-2.764461973,-2.136378511,97244.28479,258555.3785,9.813746268,1.872345796,2.984525517,-2.139242135,13.72651061,-2.427825723
0.22,55.26540802,1.929145186,-1899.797645,-0.353677119,1.996130529,3.58302959,-2.221532191,252.6279673,2.549290532,0.642058019,-2.761621679,-2.221532191,97327.08119,257003.7709,9.813746316,1.857110328,3.226657066,-2.225018972,13.96815787,-2.445910077
0.23,57.79063782,2.017142602,-1899.781934,-0.358654549,1.995448154,3.834148295,-2.300597131,252.7341301,2.549290532,0.687635681,-2.758998112,-2.300597131,97409.05215,255466.0231,9.813746364,1.841368768,3.472400015,-2.30478569,14.21366944,-2.462948679
0.24,60.31692289,2.105145118,-1899.766022,-0.362459917,1.994695361,4.087186774,-2.373607155,252.8391777,2.549290532,0.733627537,-2.756591383,-2.373607155,97490.19968,253942.1315,9.813746413,1.825208782,3.72121574,-2.378577368,14.4625069,-2.478947643
0.25,62.84425255,2.193149195,-1899.749962,-0.365086973,1.99387085,4.341622668,-2.440650139,252.9431148,2.549290532,0.779939475,-2.754401644,-2.440650139,97570.52584,252432.0905,9.813746462,1.808716714,3.972591635,-2.446482274,14.71415496,-2.493922269
0.26,65.37261614,2.281151246,-1899.733805,-0.366531811,1.992973728,4.596961127,-2.501860138,253.0459462,2.549290532,0.826482011,-2.752429113,-2.501860138,97650.0328,250935.8923,9.813746512,1.791976311,4.226040359,-2.508634011,14.96812114,-2.507895617
0.27,67.9020031,2.369147648,-1899.717604,-0.366792739,1.99200349,4.852734028,-2.557410099,253.1476769,2.549290532,0.873170174,-2.750674082,-2.557410099,97728.72281,249453.5265,9.813746562,1.775067654,4.48109909,-2.565204294,15.2239354,-2.520897214
0.28,70.43240289,2.457134764,-1899.701411,-0.365870152,1.990959998,5.108499195,-2.607505176,253.2483119,2.549290532,0.919923395,-2.749136924,-2.607505176,97806.59825,247984.9795,9.813746612,1.758066282,4.737328786,-2.616396318,15.48114973,-2.532961882
0.29,72.96380503,2.545108959,-1899.685278,-0.363766408,1.989843454,5.363839617,-2.652376609,253.3478564,2.549290532,0.966665393,-2.747818091,-2.652376609,97883.66161,246530.2345,9.813746662,1.741042505,4.994313455,-2.66243872,15.73933781,-2.544128679
0.3,75.4961991,2.633066609,-1899.669259,-0.360485708,1.988654374,5.618362681,-2.692276168,253.4463159,2.549290532,1.013324056,-2.746718109,-2.692276168,97959.91553,245089.2712,9.813746711,1.724060903,5.251659441,-2.703580099,15.99809461,-2.554439954
0.31,78.0295747,2.72100412,-1899.653404,-0.356033984,1.987393554,5.871699399,-2.727471128,253.5436958,2.549290532,1.059831332,-2.745837562,-2.727471128,98035.3628,243662.0653,9.81374676,1.70717997,5.50899472,-2.740084086,16.25703592,-2.563940502
0.32,80.5639215,2.808917936,-1899.637766,-0.350418788,1.986062046,6.12350365,-2.758239755,253.6400019,2.549290532,1.106123108,-2.745177084,-2.758239755,98110.00637,242248.5886,9.813746808,1.690451921,5.765968218,-2.772224915,16.515798,-2.572676809
0.33,83.09922919,2.896804553,-1899.622396,-0.343649182,1.984661118,6.373451424,-2.784867286,253.7352401,2.549290532,1.152139099,-2.74473734,-2.784867286,98183.84934,240848.8089,9.813746855,1.673922623,6.022249137,-2.800283491,16.77403709,-2.580696396
0.34,85.63548752,2.984660523,-1899.607346,-0.33573564,1.983192231,6.621240078,-2.807642359,253.8294164,2.549290532,1.197822733,-2.744519009,-2.807642359,98256.89497,239462.6896,9.813746902,1.657631637,6.277526301,-2.824543917,17.03142897,-2.588047238
0.35,88.17268624,3.072482468,-1899.592666,-0.326689949,1.981657001,6.866587596,-2.826853892,253.9225371,2.549290532,1.243121035,-2.744522771,-2.826853892,98329.14669,238090.19,9.813746947,1.641612369,6.531507514,-2.84529044,17.28766851,-2.594777256
0.36,90.71081518,3.160267082,-1899.578406,-0.316525111,1.980057176,7.109231865,-2.84278835,254.0146087,2.549290532,1.287984514,-2.744749284,-2.84278835,98400.60811,236731.265,9.813746991,1.625892287,6.783918936,-2.862804808,17.54246915,-2.600933887
0.37,93.24986418,3.248011138,-1899.564617,-0.305255253,1.978394605,7.348929957,-2.855727409,254.1056378,2.549290532,1.332367053,-2.745199172,-2.855727409,98471.283,235385.8651,9.813747033,1.610493224,7.034504466,-2.877363995,17.79556243,-2.606563711
0.38,95.78982312,3.335711492,-1899.551347,-0.292895541,1.976671212,7.58545742,-2.865945956,254.1956314,2.549290532,1.376225792,-2.745873008,-2.865945956,98541.17529,234053.9368,9.813747074,1.595431717,7.283025148,-2.889238264,18.04669752,-2.611712134
0.39,98.33068189,3.423365085,-1899.538644,-0.279462094,1.974888972,7.818607587,-2.873710421,254.2845963,2.549290532,1.419521023,-2.746771299,-2.873710421,98610.28908,232735.4219,9.813747113,1.580719398,7.529258575,-2.898689554,18.29564062,-2.61642313
0.4,100.8724305,3.510968946,-1899.526557,-0.264971904,1.973049887,8.048190886,-2.879277402,254.3725399,2.549290532,1.462216075,-2.747894477,-2.879277402,98678.62865,231430.2586,9.81374715,1.566363404,7.77299832,-2.905970147,18.54217454,-2.62073903
0.41,103.4150588,3.598520193,-1899.515132,-0.249442756,1.971155971,8.274034176,-2.882892559,254.4594694,2.549290532,1.504277209,-2.749242884,-2.882892559,98746.19841,230138.3805,9.813747186,1.552366811,8.014053363,-2.911321601,18.7860981,-2.624700344
0.42,105.9585569,3.686016033,-1899.504416,-0.232893158,1.969209226,8.495980083,-2.884789759,254.5453925,2.549290532,1.545673509,-2.750816766,-2.884789759,98813.00295,228859.7176,9.813747219,1.538729072,8.252247538,-2.914973919,19.02722563,-2.628345635
0.43,108.5029148,3.77345376,-1899.494454,-0.215342264,1.96721163,8.713886355,-2.885190437,254.6303168,2.549290532,1.586376778,-2.752616265,-2.885190437,98879.04698,227594.1961,9.813747249,1.525446451,8.487418988,-2.917144932,19.26538643,-2.631711421
0.44,111.0481226,3.860830756,-1899.485291,-0.196809809,1.965165122,8.927625228,-2.884303156,254.7142503,2.549290532,1.626361432,-2.754641415,-2.884303156,98944.33539,226341.7383,9.813747278,1.512512461,8.719419624,-2.918039873,19.50042427,-2.634832103
0.45,113.5941703,3.948144489,-1899.47697,-0.177316046,1.963071592,9.137082811,-2.882323344,254.7972008,2.549290532,1.665604399,-2.756892135,-2.882323344,99008.87316,225102.263,9.813747303,1.499918271,8.9481146,-2.917851122,19.73219678,-2.637739932
0.46,116.1410482,4.035392506,-1899.469534,-0.156881679,1.960932869,9.342158474,-2.879433192,254.8791766,2.549290532,1.704085016,-2.75936823,-2.879433192,99072.66545,223875.6859,9.813747326,1.487653112,9.173381795,-2.916758096,19.960575,-2.640464989
0.47,118.6887463,4.12257244,-1899.463026,-0.135527803,1.958750716,9.542764258,-2.875801675,254.9601859,2.549290532,1.741784934,-2.762069394,-2.875801675,99135.71751,222661.9192,9.813747346,1.475704646,9.3951113,-2.914927277,20.18544278,-2.643035192
0.48,121.2372548,4.209681996,-1899.457486,-0.113275854,1.956526822,9.738824297,-2.871584707,255.0402371,2.549290532,1.778688016,-2.764995202,-2.871584707,99198.03472,221460.8725,9.813747363,1.464059322,9.613204917,-2.912512347,20.40669633,-2.645476319
0.49,123.7865641,4.296718955,-1899.452955,-0.090147547,1.9542628,9.930274255,-2.866925385,255.1193386,2.549290532,1.814780244,-2.768145125,-2.866925385,99259.62256,220272.4521,9.813747377,1.452702691,9.827575673,-2.909654431,20.62424363,-2.647812048
0.5,126.3366643,4.38368117,-1899.449471,-0.066164829,1.951960181,10.11706077,-2.861954326,255.1974991,2.549290532,1.850049624,-2.771518522,-2.861954326,99320.48661,219096.5621,9.813747388,1.441619708,10.03814733,-2.90648241,20.83800395,-2.650064008
0.51,128.8875458,4.47056656,-1899.447074,-0.04134983,1.949620415,10.29914093,-2.856790076,255.2747273,2.549290532,1.884486098,-2.775114656,-2.856790076,99380.63255,217933.1039,9.813747395,1.430794988,10.24485392,-2.903113314,21.04790736,-2.652251846
0.52,131.4391989,4.557373106,-1899.445799,-0.015724815,1.947244871,10.47648173,-2.85153957,255.3510318,2.549290532,1.918081448,-2.778932693,-2.85153957,99440.06615,216781.9769,9.813747399,1.420213049,10.44763926,-2.899652768,21.25389421,-2.654393298
0.53,133.991614,4.644098853,-1899.445684,0.01068786,1.944834834,10.64905959,-2.846298648,255.4264215,2.549290532,1.950829216,-2.782971708,-2.846298648,99498.79325,215643.0783,9.813747399,1.409858509,10.64645653,-2.896195483,21.45591464,-2.656504269
0.54,136.5447814,4.730741899,-1899.446764,0.037865787,1.942391511,10.81685984,-2.841152599,255.5009053,2.549290532,1.982724612,-2.787230701,-2.841152599,99556.81975,214516.3034,9.813747396,1.399716267,10.84126782,-2.892825784,21.65392814,-2.658598924
0.55,139.0986916,4.817300397,-1899.449072,0.065786549,1.939916031,10.97987624,-2.836176738,255.5744921,2.549290532,2.013764433,-2.791708596,-2.836176738,99614.15163,213401.5461,9.813747389,1.389771654,11.03204367,-2.889618166,21.84790303,-2.660689775
0.56,141.6533351,4.903772551,-1899.452644,0.094427754,1.937409447,11.13811055,-2.831436996,255.6471908,2.549290532,2.043946982,-2.796404253,-2.831436996,99670.79491,212298.6986,9.813747378,1.380010554,11.21876267,-2.886637861,22.03781606,-2.662787779
0.57,144.2087025,4.990156609,-1899.45751,0.123767071,1.934872742,11.29157203,-2.826990517,255.7190105,2.549290532,2.073271989,-2.801316479,-2.826990517,99726.75567,211207.6518,9.813747363,1.370419501,11.40141104,-2.883941426,22.2236519,-2.664902431
0.58,146.7647843,5.076450866,-1899.463702,0.153782262,1.93230683,11.44027701,-2.822886268,255.78996,2.549290532,2.101740531,-2.806444034,-2.822886268,99782.04001,210128.2957,9.813747344,1.360985762,11.57998224,-2.881577325,22.40540279,-2.667041868
0.59,149.3215712,5.162653656,-1899.471251,0.184451214,1.929712562,11.58424852,-2.819165634,255.8600486,2.549290532,2.129354962,-2.81178564,-2.819165634,99836.65409,209060.5191,9.813747321,1.351697388,11.75447656,-2.879586516,22.58306804,-2.669212959
0.6,151.8790537,5.248763352,-1899.480185,0.215751968,1.927090729,11.7235158,-2.815863013,255.9292851,2.549290532,2.156118832,-2.817339993,-2.815863013,99890.60408,208004.2103,9.813747293,1.342543252,11.92490074,-2.878003027,22.75665367,-2.671421409
0.61,154.4372226,5.334778363,-1899.490534,0.247662743,1.924442065,11.85811396,-2.813006396,255.9976785,2.549290532,2.182036826,-2.823105769,-2.813006396,99943.89617,206959.2567,9.813747261,1.333513071,12.0912676,-2.876854527,22.92617201,-2.673671851
0.62,156.9960686,5.420697131,-1899.502325,0.280161966,1.921767255,11.98808358,-2.81061793,256.065238,2.549290532,2.207114686,-2.829081635,-2.81061793,99996.53655,205925.5456,9.813747225,1.324597412,12.25359569,-2.876162875,23.09164128,-2.67596794
0.63,159.5555826,5.506518131,-1899.515585,0.313228289,1.919066937,12.11347032,-2.808714461,256.1319724,2.549290532,2.23135915,-2.835266256,-2.808714461,100048.5314,204902.9637,9.813747184,1.315787683,12.41190895,-2.875944655,23.25308529,-2.678312448
0.64,162.1157553,5.592239866,-1899.530338,0.346840616,1.916341705,12.2343246,-2.807308063,256.1978907,2.549290532,2.254777886,-2.841658304,-2.807308063,100099.8871,203891.3976,9.813747139,1.307076114,12.56623633,-2.876211694,23.41053299,-2.680707345
0.65,164.6765778,5.677860867,-1899.546611,0.380978121,1.913592116,12.35070122,-2.806406528,256.2630018,2.549290532,2.277379428,-2.848256467,-2.806406528,100150.6096,202890.7341,9.813747089,1.298455733,12.7166115,-2.876971552,23.56401819,-2.683153892
0.66,167.2380409,5.763379692,-1899.564426,0.415620264,1.91081869,12.46265906,-2.806013846,256.3273146,2.549290532,2.299173118,-2.855059454,-2.806013846,100200.7053,201900.8597,9.813747034,1.289920326,12.86307252,-2.87822799,23.71357922,-2.685652715
0.67,169.8001356,5.848794924,-1899.583806,0.450746812,1.908021917,12.57026072,-2.806130652,256.390838,2.549290532,2.320169044,-2.862066008,-2.806130652,100250.1803,200921.6615,9.813746974,1.281464399,13.00566156,-2.879981418,23.85925856,-2.688203888
0.68,172.362853,5.934105169,-1899.604773,0.486337853,1.90520226,12.67357224,-2.806754645,256.4535806,2.549290532,2.340377988,-2.869274905,-2.806754645,100299.0408,199953.0268,9.81374691,1.27308313,13.14442454,-2.882229309,24.00110259,-2.690807002
0.69,174.9261842,6.019309056,-1899.627349,0.522373808,1.902360157,12.77266283,-2.807880983,256.5155513,2.549290532,2.359811368,-2.876684967,-2.807880983,100347.2929,198994.8432,9.81374684,1.264772317,13.27941092,-2.884966595,24.13916125,-2.693461234
0.7,177.4901204,6.104405234,-1899.651553,0.558835444,1.899496022,12.8676045,-2.809502647,256.5767586,2.549290532,2.378481188,-2.884295068,-2.809502647,100394.9427,198046.9992,9.813746765,1.256528329,13.41067337,-2.88818603,24.27348777,-2.696165414
0.71,180.0546528,6.189392375,-1899.677405,0.595703888,1.896610253,12.9584719,-2.811610783,256.6372112,2.549290532,2.396399984,-2.892104135,-2.811610783,100441.9964,197109.3836,9.813746686,1.248348052,13.53826755,-2.891878531,24.40413841,-2.698918086
0.72,182.6197726,6.27426917,-1899.704923,0.632960637,1.89370323,13.04534196,-2.814195013,256.6969176,2.549290532,2.413580779,-2.900111158,-2.814195013,100488.4599,196181.886,9.813746601,1.240228833,13.66225181,-2.896033492,24.53117213,-2.701717559
0.73,185.1854713,6.359034329,-1899.734125,0.670587562,1.890775319,13.1282937,-2.817243722,256.7558862,2.549290532,2.430037035,-2.908315193,-2.817243722,100534.3393,195264.397,9.813746511,1.232168428,13.78268699,-2.900639072,24.65465044,-2.704561962
0.74,187.7517401,6.443686581,-1899.765028,0.708566923,1.887826872,13.20740796,-2.820744317,256.8141254,2.549290532,2.445782609,-2.916715367,-2.820744317,100579.6406,194356.8079,9.813746416,1.224164947,13.89963616,-2.905682456,24.77463707,-2.707449292
0.75,190.3185706,6.528224673,-1899.797648,0.74688137,1.884858233,13.2827672,-2.824683468,256.8716434,2.549290532,2.460831707,-2.925310883,-2.824683468,100624.3696,193459.011,9.813746316,1.21621681,14.0131644,-2.911150099,24.89119777,-2.710377452
0.76,192.8859543,6.61264737,-1899.832001,0.785513951,1.881869732,13.35445525,-2.829047316,256.9284486,2.549290532,2.475198847,-2.934101024,-2.829047316,100668.5322,192570.8996,9.81374621,1.208322689,14.12333857,-2.917027939,25.0044001,-2.713344298
0.77,195.4538827,6.696953454,-1899.8681,0.824448119,1.878861695,13.42255713,-2.83382167,256.9845489,2.549290532,2.488898815,-2.943085154,-2.83382167,100712.1343,191692.368,9.813746099,1.20048147,14.23022715,-2.923301592,25.11431321,-2.716347669
0.78,198.0223475,6.781141726,-1899.905959,0.863667732,1.875834438,13.4871588,-2.838992173,257.0399525,2.549290532,2.501946633,-2.952262725,-2.838992173,100755.1817,190823.3117,9.813745982,1.192692204,14.33389999,-2.929956527,25.2210076,-2.719385416
0.79,200.5913403,6.865211002,-1899.945593,0.903157058,1.87278827,13.54834706,-2.844544454,257.0946673,2.549290532,2.514357516,-2.961633278,-2.844544454,100797.68,189963.6275,9.81374586,1.184954073,14.43442815,-2.936978214,25.32455502,-2.722455438
0.8,203.1608531,6.949160115,-1899.987012,0.942900778,1.869723497,13.60620929,-2.850464259,257.148701,2.549290532,2.526146843,-2.971196449,-2.850464259,100839.635,189113.213,9.813745732,1.177266345,14.53188373,-2.944352266,25.42502818,-2.725555697
0.81,205.7308775,7.032987916,-1900.030229,0.982883985,1.866640415,13.6608333,-2.856737564,257.2020616,2.549290532,2.537330122,-2.980951964,-2.856737564,100881.0522,188271.9674,9.813745599,1.169628349,14.62633966,-2.952064549,25.52250066,-2.728684247
0.82,208.3014054,7.116693268,-1900.075255,1.023092189,1.863539318,13.7123072,-2.863350678,257.2547565,2.549290532,2.547922962,-2.990899651,-2.863350678,100921.9372,187439.7909,9.813745461,1.162039438,14.71786958,-2.960101287,25.61704669,-2.731839248
0.83,210.8724289,7.200275056,-1900.1221,1.063511312,1.860420494,13.7607192,-2.870290319,257.3067935,2.549290532,2.557941035,-3.001039436,-2.870290319,100962.2955,186616.5852,9.813745316,1.154498964,14.80654765,-2.968449145,25.70874102,-2.73501898
0.84,213.44394,7.283732176,-1900.170774,1.10412769,1.857284225,13.80615749,-2.877543688,257.3581799,2.549290532,2.56740006,-3.011371345,-2.877543688,101002.1325,185802.2533,9.813745166,1.147006257,14.89244846,-2.9770953,25.79765878,-2.738221861
0.85,216.0159307,7.367063541,-1900.221286,1.144928072,1.854130789,13.84871012,-2.885098525,257.4089232,2.549290532,2.576315764,-3.021895509,-2.885098525,101041.4537,184996.6992,9.813745011,1.1395606,14.9756468,-2.986027503,25.88387531,-2.741446453
0.86,218.5883932,7.450268081,-1900.273645,1.185899617,1.850960457,13.88846484,-2.892943152,257.4590306,2.549290532,2.584703868,-3.032612166,-2.892943152,101080.2643,184199.8285,9.81374485,1.132161213,15.05621761,-2.995234121,25.96746606,-2.744691468
0.87,221.1613197,7.533344738,-1900.327858,1.227029893,1.847773497,13.92550898,-2.90106651,257.5085094,2.549290532,2.592580053,-3.043521659,-2.90106651,101118.5696,183411.5483,9.813744683,1.124807238,15.13423582,-3.004704174,26.04850643,-2.747955781
0.88,223.7347025,7.616292471,-1900.383934,1.268306872,1.844570169,13.95992936,-2.909458186,257.5573665,2.549290532,2.599959946,-3.054624439,-2.909458186,101156.3747,182631.7666,9.81374451,1.117497728,15.20977624,-3.014427366,26.12707168,-2.751238428
0.89,226.3085339,7.699110254,-1900.441878,1.30971893,1.841350728,13.99181216,-2.918108425,257.605609,2.549290532,2.606859093,-3.065921071,-2.918108425,101193.6849,181860.3931,9.813744331,1.110231637,15.28291344,-3.024394096,26.20323682,-2.754538609
0.9,228.8828064,7.781797074,-1900.501697,1.351254839,1.838115422,14.02124284,-2.927008144,257.6532438,2.549290532,2.613292942,-3.077412227,-2.927008144,101230.5052,181097.3387,9.813744147,1.103007809,15.35372166,-3.03459547,26.27707647,-2.757855692
0.91,231.4575125,7.864351933,-1900.563398,1.392903766,1.834864491,14.04830603,-2.936148936,257.7002777,2.549290532,2.619276823,-3.089098696,-2.936148936,101266.8406,180342.5157,9.813743957,1.095824978,15.42227469,-3.045023309,26.34866483,-2.761189207
0.92,234.0326447,7.946773846,-1900.626984,1.434655267,1.831598171,14.07308545,-2.945523064,257.7467174,2.549290532,2.624825934,-3.100981382,-2.945523064,101302.696,179595.8377,9.813743761,1.08868176,15.48864582,-3.055670141,26.41807551,-2.764538851
0.93,236.6081955,8.029061841,-1900.692462,1.476499283,1.828316686,14.09566383,-2.955123456,257.7925696,2.549290532,2.629955317,-3.113061302,-2.955123456,101338.0763,178857.2197,9.81374356,1.081576656,15.55290771,-3.066529193,26.48538151,-2.76790448
0.94,239.1841579,8.111214961,-1900.759836,1.518426132,1.825020255,14.11612283,-2.964943695,257.8378407,2.549290532,2.634679851,-3.125339596,-2.964943695,101372.9865,178126.5779,9.813743352,1.074508049,15.61513232,-3.077594383,26.55065508,-2.771286105
0.95,241.7605243,8.193232261,-1900.82911,1.560426508,1.821709088,14.134543,-2.974978,257.8825371,2.549290532,2.639014234,-3.137817519,-2.974978,101407.4311,177403.8299,9.813743139,1.067474203,15.67539087,-3.088860302,26.61396773,-2.774683894
0.96,244.3372878,8.275112806,-1900.900286,1.602491471,1.818383384,14.15100365,-2.985221213,257.9266653,2.549290532,2.642972971,-3.150496452,-2.985221213,101441.415,176688.8947,9.81374292,1.060473271,15.7337537,-3.100322193,26.67539005,-2.778098158
0.97,246.9144411,8.356855676,-1900.97337,1.644612444,1.815043336,14.16558287,-2.995668775,257.9702314,2.549290532,2.646570361,-3.163377895,-2.995668775,101474.9428,175981.6922,9.813742694,1.053503294,15.7902903,-3.111975933,26.73499177,-2.781529352
0.98,249.4919772,8.438459962,-1901.048362,1.686781203,1.811689123,14.17835743,-3.006316706,258.0132417,2.549290532,2.649820485,-3.176463477,-3.006316706,101508.019,175282.1441,9.813742464,1.046562206,15.84506917,-3.123818009,26.7928416,-2.784978066
0.99,252.0698892,8.519924763,-1901.125266,1.728989874,1.808320918,14.18940274,-3.017161581,258.0557022,2.549290532,2.652737199,-3.189754951,-3.017161581,101540.6482,174590.1728,9.813742227,1.039647842,15.89815781,-3.13584549,26.84900723,-2.78844502
1,254.6481701,8.601249192,-1901.204084,1.771230924,1.804938881,14.19879282,-3.028200508,258.0976189,2.549290532,2.655334124,-3.2032542,-3.028200508,101572.835,173905.7025,9.813741984,1.032757939,15.94962265,-3.148056005,26.90355526,-2.791931055
1.01,257.2268131,8.68243237,-1901.284817,1.813497157,1.801543162,14.20660025,-3.039431099,258.1389977,2.549290532,2.657624635,-3.216963241,-3.039431099,101604.5836,173228.658,9.813741735,1.025890144,15.99952901,-3.160447716,26.9565512,-2.795437131
1.02,259.8058113,8.763473428,-1901.367467,1.855781704,1.7981339,14.21289614,-3.050851447,258.1798445,2.549290532,2.659621856,-3.23088422,-3.050851447,101635.8984,172558.9658,9.813741481,1.019042021,16.04794107,-3.173019289,27.00805934,-2.798964315
1.03,262.3851582,8.844371508,-1901.452034,1.898078015,1.794711223,14.21775008,-3.062460104,258.2201649,2.549290532,2.661338652,-3.245019423,-3.062460104,101666.7839,171896.5533,9.81374122,1.012211055,16.09492182,-3.185769868,27.05814281,-2.80251378
1.04,264.9648469,8.925125756,-1901.53852,1.940379855,1.791275246,14.22123017,-3.074256051,258.2599647,2.549290532,2.662787625,-3.259371273,-3.074256051,101697.2441,171241.3491,9.813740954,1.00539466,16.14053304,-3.198699051,27.1068635,-2.806086792
1.05,267.5448709,9.005735331,-1901.626926,1.982681297,1.787826073,14.22340293,-3.086238676,258.2992494,2.549290532,2.663981105,-3.273942334,-3.086238676,101727.2833,170593.2829,9.813740682,0.998590187,16.18483524,-3.21180686,27.15428202,-2.809684708
