-0.923234	-0.988209	->	-0.923234	-0.988209
-1.00947	-0.951737	->	-1.00947	-0.951737
1.0961	0.926411	->	1.0961	0.926411
1.08547	1.09585	->	1.08547	1.09585
1.09266	0.944859	->	1.09266	0.944859
1.08899	0.92876	->	1.08899	0.92876
0.994318	1.0439	->	0.994318	1.0439
1.06291	0.989197	->	1.06291	0.989197
-1.05416	-1.09158	->	-1.05416	-1.09158
-1.04864	-1.00813	->	-1.04864	-1.00813
-1.01952	-0.992378	->	-1.01952	-0.992378
-0.962356	-0.986785	->	-0.962356	-0.986785
-1.00755	-1.06882	->	-1.00755	-1.06882
-1.08517	-1.06137	->	-1.08517	-1.06137
-1.05533	-0.913662	->	-1.05533	-0.913662
-0.988989	-0.977903	->	-0.988989	-0.977903
-0.909828	-1.08841	->	-0.909828	-1.08841
-1.03463	-0.970927	->	-1.03463	-0.970927
-1.02186	-1.09605	->	-1.02186	-1.09605
-1.01022	-1.0546	->	-1.01022	-1.0546
-1.06928	-0.93315	->	-1.06928	-0.93315
0.93912	1.04973	->	0.93912	1.04973
-1.0951	-0.997635	->	-1.0951	-0.997635
-0.935646	-1.06682	->	-0.935646	-1.06682
1.0652	1.09875	->	1.0652	1.09875
1.03482	0.909225	->	1.03482	0.909225
1.09367	0.938813	->	1.09367	0.938813
-1.08	-0.928542	->	-1.08	-0.928542
-0.923336	-1.09494	->	-0.923336	-1.09494
0.908198	0.965939	->	0.908198	0.965939
0.913724	0.915806	->	0.913724	0.915806
0.916537	1.04618	->	0.916537	1.04618
1.06677	1.00523	->	1.06677	1.00523
-0.909429	-1.04196	->	-0.909429	-1.04196
-0.919507	-0.93662	->	-0.919507	-0.93662
-0.936003	-1.05101	->	-0.936003	-1.05101
-1.03073	-1.03821	->	-1.03073	-1.03821
0.930666	0.999104	->	0.930666	0.999104
1.08309	1.06645	->	1.08309	1.06645
-1.00509	-1.09325	->	-1.00509	-1.09325
-0.963948	-0.978361	->	-0.963948	-0.978361
-1.01834	-0.915248	->	-1.01834	-0.915248
1.098	1.06362	->	1.098	1.06362
-0.992873	-0.94394	->	-0.992873	-0.94394
1.00214	1.04982	->	1.00214	1.04982
-0.919711	-0.957674	->	-0.919711	-0.957674
-0.981291	-1.04857	->	-0.981291	-1.04857
1.04739	0.955387	->	1.04739	0.955387
-0.920751	-1.05518	->	-0.920751	-1.05518
1.08602	0.979469	->	1.08602	0.979469
-0.915379	-1.05335	->	-0.915379	-1.05335
-0.90028	-0.919721	->	-0.90028	-0.919721
0.957336	1.04925	->	0.957336	1.04925
-0.907039	-0.941216	->	-0.907039	-0.941216
-1.07712	-1.00674	->	-1.07712	-1.00674
-0.921994	-0.954966	->	-0.921994	-0.954966
-0.962654	-1.01809	->	-0.962654	-1.01809
1.08759	0.983156	->	1.08759	0.983156
1.00428	1.06535	->	1.00428	1.06535
1.0839	1.01239	->	1.0839	1.01239
-1.04394	-0.96148	->	-1.04394	-0.96148
-1.08107	-1.03936	->	-1.08107	-1.03936
-1.0298	-1.08269	->	-1.0298	-1.08269
-1.0292	-0.903758	->	-1.0292	-0.903758
-1.03563	-0.980711	->	-1.03563	-0.980711
-0.984937	-1.08822	->	-0.984937	-1.08822
0.980039	1.04303	->	0.980039	1.04303
-1.04218	-0.923664	->	-1.04218	-0.923664
1.01033	0.986852	->	1.01033	0.986852
0.909938	1.00507	->	0.909938	1.00507
-0.960679	-0.993241	->	-0.960679	-0.993241
-1.07625	-0.90326	->	-1.07625	-0.90326
-0.935364	-0.959503	->	-0.935364	-0.959503
0.91171	1.09289	->	0.91171	1.09289
-1.03076	-1.03996	->	-1.03076	-1.03996
-1.0567	-1.08953	->	-1.0567	-1.08953
0.94473	1.04067	->	0.94473	1.04067
0.959114	1.06926	->	0.959114	1.06926
-1.03013	-1.01348	->	-1.03013	-1.01348
1.08174	0.972328	->	1.08174	0.972328
-1.02828	-1.04613	->	-1.02828	-1.04613
-1.05542	-0.95739	->	-1.05542	-0.95739
-1.06861	-1.07404	->	-1.06861	-1.07404
0.958742	1.02325	->	0.958742	1.02325
-1.09209	-1.0007	->	-1.09209	-1.0007
-1.04831	-1.01589	->	-1.04831	-1.01589
1.01794	0.982818	->	1.01794	0.982818
-0.937934	-0.989412	->	-0.937934	-0.989412
1.06511	1.01401	->	1.06511	1.01401
-1.071	-1.03988	->	-1.071	-1.03988
-1.06466	-1.03048	->	-1.06466	-1.03048
-0.916877	-0.906062	->	-0.916877	-0.906062
-1.0268	-1.04474	->	-1.0268	-1.04474
-0.944754	-1.025	->	-0.944754	-1.025
-1.01997	-1.09715	->	-1.01997	-1.09715
-1.07938	-0.952052	->	-1.07938	-0.952052
-0.985241	-1.04201	->	-0.985241	-1.04201
0.988384	0.94328	->	0.988384	0.94328
1.04066	1.07949	->	1.04066	1.07949
0.910891	0.902024	->	0.910891	0.902024
0.94557	1.0259	->	0.94557	1.0259
-1.09631	-0.90912	->	-1.09631	-0.90912
-1.09409	-0.91664	->	-1.09409	-0.91664
-0.925416	-0.924593	->	-0.925416	-0.924593
1.09039	1.08515	->	1.09039	1.08515
1.08631	1.01811	->	1.08631	1.01811
1.05146	1.09285	->	1.05146	1.09285
1.09759	0.971499	->	1.09759	0.971499
-0.941422	-1.09814	->	-0.941422	-1.09814
-1.06425	-0.95302	->	-1.06425	-0.95302
1.05212	1.02333	->	1.05212	1.02333
-1.0077	-0.962584	->	-1.0077	-0.962584
0.958124	0.971585	->	0.958124	0.971585
0.928547	0.904348	->	0.928547	0.904348
0.906281	1.02601	->	0.906281	1.02601
-0.962066	-1.05284	->	-0.962066	-1.05284
1.02155	1.09227	->	1.02155	1.09227
-0.96402	-0.914904	->	-0.96402	-0.914904
-0.915548	-0.95524	->	-0.915548	-0.95524
1.09474	1.03364	->	1.09474	1.03364
1.00047	1.06481	->	1.00047	1.06481
-0.974398	-1.02611	->	-0.974398	-1.02611
-1.02678	-0.946783	->	-1.02678	-0.946783
0.990994	1.04974	->	0.990994	1.04974
1.08278	0.923875	->	1.08278	0.923875
-1.02365	-0.974662	->	-1.02365	-0.974662
0.915156	0.973005	->	0.915156	0.973005
-1.09855	-1.00069	->	-1.09855	-1.00069
0.989804	0.976072	->	0.989804	0.976072
0.938446	1.09887	->	0.938446	1.09887
-0.988132	-0.983999	->	-0.988132	-0.983999
0.950856	1.03435	->	0.950856	1.03435
-1.00548	-0.925821	->	-1.00548	-0.925821
0.934097	0.957379	->	0.934097	0.957379
-0.983676	-1.00613	->	-0.983676	-1.00613
1.08824	0.917442	->	1.08824	0.917442
1.0236	1.0323	->	1.0236	1.0323
1.08538	1.08263	->	1.08538	1.08263
1.01704	1.06541	->	1.01704	1.06541
-1.05282	-1.00831	->	-1.05282	-1.00831
-1.01223	-1.01873	->	-1.01223	-1.01873
1.0066	0.960737	->	1.0066	0.960737
-0.914006	-1.02279	->	-0.914006	-1.02279
-1.03607	-0.93626	->	-1.03607	-0.93626
1.02978	0.961803	->	1.02978	0.961803
0.90612	0.952941	->	0.90612	0.952941
0.945125	1.09025	->	0.945125	1.09025
-1.0941	-0.955514	->	-1.0941	-0.955514
-1.04858	-1.04522	->	-1.04858	-1.04522
-0.956816	-0.966815	->	-0.956816	-0.966815
1.05235	0.927261	->	1.05235	0.927261
-1.05528	-1.01989	->	-1.05528	-1.01989
-1.08794	-0.991215	->	-1.08794	-0.991215
-1.08865	-1.00468	->	-1.08865	-1.00468
-1.03403	-0.945632	->	-1.03403	-0.945632
1.04988	0.959945	->	1.04988	0.959945
